description;address;area;bedrooms;suites;wc;parking_spots;value;condo_fee;df_tax;aptlink
ATENÇÃO!URGENTE! Vendo excelente apto! Próximo ao centro comercial! 2Quartos! Confira!;CLN 5 Bloco JRiacho Fundo I;-;2;-;1;-;129900;0;0;-
APARTAMENTO BEM LOCALIZADO NO PARANOÁ!!!!;-;60;2;0;1;1;74999;0;0;-
Brasília - Apartamento Padrão - Asa Sul;-;63;3;1;2;-;650000;280;128;-
Samambaia (Norte) | Apartamento 2 quartos;QR 406 Conjunto 5Samambaia Norte;65;2;-;1;1;230000;260;-;-
APARTAMENTO REFORMADO!!! SUDOESTE!!!;SQSW 105Setor Sudoeste;98;3;1;2;1;1230000;990;0;-
Águas Claras (Norte) | Apartamento 2 quartos, sendo 1 suite;Rua 22Norte;68;2;1;3;1;720000;-;-;-
Ótimo Apartamento de 02 Quartos (3º andar) no Jardins Mangueiral QC 07 por R$270.000,00;-;48;2;-;1;1;270000;-;-;-
Ceilândia (Norte) | Apartamento 2 quartos, sendo 1 suite;QNM 12Ceilândia Norte;58;2;1;2;1;340000;460;-;-
Taguatinga (Norte) | Apartamento 2 quartos;QNL 6 Bloco DTaguatinga Norte;65;2;0;10;1;190000;-;-;-
Águas Claras (Norte) | Apartamento 1 quarto;Rua 37Norte;30;1;-;1;0;340000;256;334;-
COMPRO APARTAMENTO NO PARANOÁ!!!!;-;60;2;0;1;1;40000;0;0;-
LINDO APARTAMENTO NO PARANOÁ PARQUE!!!!;-;60;2;0;1;1;72999;0;0;-
Ótima localização, preco e metragem !;Avenida Contorno Área Especial 13Núcleo Bandeirante;60;3;0;1;0;250000;160;0;-
Lago Norte | Apartamento 1 quarto;CA 2Setor de Habitações Individuais Norte;50;1;-;1;1;350000;266;600;-
Águas Claras (Sul) | Apartamento 3 quartos, sendo 1 suite;Quadra 203Sul;127;3;1;3;2;799000;860;1413;-
Águas Claras (Norte) | Apartamento 2 quartos, sendo 1 suite;Rua 22Norte;70;2;1;2;1;680000;0;-;-
Asa Norte | Apartamento 2 quartos;SGAN 915 Módulo FAsa Norte;44;2;-;1;1;550000;450;1500;-
Asa Norte | Apartamento 2 quartos;SGAN 915 Módulo FAsa Norte;44;2;-;1;1;550000;450;1500;-
APARTAMENTO COM PISCINA!!! SANTA MARIA!!!;-;60;2;0;1;1;64999;0;0;-
Taguatinga (Norte) | Apartamento 2 quartos, sendo 1 suite;QI 24Setor Industrial;55;2;1;2;1;300000;-;-;-
COMPRO APARTAMENTO!!! PAGO Á VISTA!!!!;-;60;2;0;1;1;39999;0;0;-
Águas Claras (Sul) | Apartamento 2 quartos, sendo 1 suite;Rua 36Sul;54;2;1;2;1;679000;-;-;-
OPORTUNIDADE IMPERDÍVEL!!!;-;60;2;0;1;1;75000;0;0;-
Águas Claras (Sul) | Apartamento 2 quartos, sendo 1 suite;Quadra 203Sul;58;2;1;3;1;480000;-;-;-
APARTAMENTO BEM LOCALIZADO!!! ASA NORTE!!;-;70;2;0;1;1;249999;0;0;-
Águas Claras (Norte) | Apartamento 4 quartos, sendo 2 suites;Rua 8Norte;160;4;2;6;3;1350000;890;-;-
SARGENTO WOLF, 3 QTOS, 1 SUITE;-;78;3;-;2;1;448000;659;-;-
Apartamento para Venda em Brasília, Sul (Águas Claras), 1 dormitório, 1 banheiro;Avenida JequitibáSul;35;1;0;1;0;190000;-;0;-
Cruzeiro Novo 1405 - 3 Quartos + DCE - Próximo ao Terminal do Cruzeiro;SHCES Quadra 1405 Bloco ICruzeiro Novo;63;3;0;2;0;579000;380;700;-
Guará - Apartamento Padrão - Guará II;-;55;2;0;1;-;175000;180;65;-
Ceilândia (Norte) | Apartamento 2 quartos, sendo 1 suite;QNM 12Ceilândia Norte;104;2;1;2;1;400000;398;445;-
Taguatinga (Centro) | Apartamento 2 quartos;C 7Taguatinga Centro;70;2;0;2;1;350000;440;-;-
Apartamento para Venda em Brasília, Núcleo Bandeirante, 3 dormitórios, 1 banheiro;Terceira Avenida Área Especial 12Núcleo Bandeirante;70;3;0;1;0;309600;250;0;-
Ceilândia (Sul) | Apartamento 3 quartos, sendo 1 suite;QNM 33 Área Especial HCeilândia Sul;66;3;1;2;1;385000;485;600;-
Brazil Imobiliária Vende - Apartamento na CL 106 de Santa Maria;CL 106Santa Maria;50;2;-;1;1;110000;-;-;-
QI 8 - 2 Quartos - Localização privilegiada - Vazado - Vista Livre - Aceita Permuta;QI 8 Bloco EGuará I;88;2;0;1;1;430000;380;0;-
LINDO APARTAMENTO NO PARANOÁ !!!!;-;60;2;0;1;1;75000;0;0;-
Vendo excelente apartamento com 2 quartos no na avenida transversal Paranoá;Quadra 24 Conjunto AParanoá;55;2;1;2;-;150000;30;0;-
LINDO APARTAMENTO!! PARANOÁ;-;50;2;0;1;1;70000;0;0;-
Ceilândia (Norte) | Apartamento 1 quarto;QNN 23Ceilândia Norte;24;1;-;1;-;160000;180;-;-
OPORTUNIDADE!!! ACEITA FINANCIAMENTO!!!;-;60;2;0;1;1;39999;0;0;-
Águas Claras (Sul) | Apartamento 1 quarto;Rua 36Sul;29;1;-;1;1;240000;410;-;-
Asa Norte | Apartamento 3 quartos, sendo 1 suite;SQN 210 Bloco KAsa Norte;140;3;1;3;1;1120000;-;-;-
Prédio no Mestre D'armas com 9 apartamentos, 440.000;-;280;5;-;5;0;440000;0;0;-
Excelente oportunidade de compra, apartamento em otima localização no riacho fundo I;CLN 5 Bloco GRiacho Fundo I;28;1;-;1;-;110000;150;601;-
Primeiro Andar!!! Nascente!!! Cruzeiro Novo!!! Ótima Localização!!!;SHCES Quadra 1309Cruzeiro Novo;96;3;1;2;0;530000;484;882;-
Taguatinga (Norte) | Apartamento 3 quartos;QNL 11 Bloco ATaguatinga Norte;96;3;-;2;2;319000;430;-;-
Apartamento Nascente!!! Vista Livre!!! SQN 415!!!;SQN 415Asa Norte;63;2;0;1;0;560000;500;1161;-
Preço Imbatível !;QS 14Riacho Fundo I;45;1;0;1;1;190000;300;0;-
Apartamento com 3 dormitórios à venda, 62 m² por R$ 530.000,00 - Cruzeiro Novo - Cruzeiro/DF;SHCES Quadra 207 Bloco BCruzeiro Novo;62;3;0;1;1;530000;0;840;-
Lindo Apto Jardim Mangueiral! Vista livre!;Quadra QC 4 Rua BJardins Mangueiral;50;2;0;1;1;320000;290;733;-
Taguatinga (Norte) | Apartamento 2 quartos;CNB 10Taguatinga Norte;54;2;-;1;1;225000;530;830;-
Apartamento no residencial Maison Viviane Rinaldi com 2 dorm e 58m, Norte (Águas Claras) - Brasília;Rua 25Norte;58;2;1;2;1;489400;514;950;-
Apto Spazo Uno!!!;CA 2Setor de Habitações Individuais Norte;40;2;0;1;1;340000;300;1000;-
Águas Claras (Norte) | Apartamento 3 quartos, sendo 1 suite;Rua 22Norte;111;3;1;2;2;1150000;-;-;-
ABAIXOU!! Apartamento de 02 Quartos (1º andar) no Jardins Mangueiral QC 14 por R$260.000,00;-;48;2;-;1;1;260000;-;-;-
Taguatinga (Norte) | Apartamento 3 quartos, sendo 1 suite;CND 4Taguatinga Norte;150;3;1;2;0;470000;-;-;-
APENAS 58.000$ DE ENTRADA!!!!;-;60;2;0;1;1;58000;0;0;-
APARTAMENTO BARATO NA ASA NORTE !!!;-;70;2;1;1;1;239999;0;0;-
VENDO FLAT S H T Hotel Go Inn imóvel cadastrado no Pooll;Setor HoteleiroTaguatinga Centro;77;1;-;1;1;130000;1500;0;-
Asa Norte | Apartamento 1 quarto, sendo 1 suite;SGANAsa Norte;28;1;1;1;1;300000;460;-;-
Águas Claras (Norte) | Apartamento 3 quartos, sendo 3 suites;Rua 13Norte;132;3;3;7;1;899999;859;1379;-
BRASÍLIA - Apartamento Padrão - ZONA INDUSTRIAL (GUARÁ);-;98;2;2;3;2;1080000;796;-;-
Taguatinga (Sul) | Apartamento 2 quartos, sendo 1 suite;CSB 3Taguatinga Sul;70;2;1;2;1;390000;350;900;-
Águas Claras (Sul) | Apartamento 2 quartos;Quadra 203Sul;58;2;-;1;1;330000;555;-;-
Taguatinga (Norte) | Apartamento 4 quartos, sendo 3 suites;CNB 9Taguatinga Norte;384;4;3;8;2;1200000;1300;-;-
ÓTIMO APARTAMENTO!!! PARANOÁ PARQUE;-;55;2;0;1;1;89999;0;0;-
Excelente apartamento 02 quartos no Cruzeiro Novo;SHCES Quadra 1603 Bloco ECruzeiro Novo;53;2;0;1;0;505000;0;0;-
Brazil Imobiliária Vende um Apartamento na CL 118 de Santa Maria;CL 118 Bloco BSanta Maria;50;2;-;1;1;150000;-;-;-
AGORA VOCÊ PODE!!!! Parcelas de apenas 88$ !!!!!;Quadra 29 Conjunto EParanoá;50;2;0;1;1;70000;0;0;-
APARTAMENTO COM PEQUENAS PARCELAS!!!;-;50;2;0;1;1;69999;0;0;-
SQS 414, 92m² COM ELEVADOR;SQS 414 Bloco OAsa Sul;91;3;1;2;0;875000;530;900;-
Apartamento à venda, 3 quartos, Recanto das Emas - Brasília/DF;-;200;3;0;1;0;1400000;0;0;-
Vicente Pires | Apartamento 2 quartos, sendo 1 suite;Rua 4A Chácara 192/1Setor Habitacional Vicente Pires;55;2;1;1;-;175000;165;-;-
Apartamento com 2 quartos garagem QS 431 Res Brisas do Parque;QS 431 Conjunto DSamambaia Norte;50;2;-;1;1;130000;-;-;-
Taguatinga (Norte) | Apartamento 4 quartos, sendo 4 suites;CNB 9Taguatinga Norte;275;4;4;10;3;1000000;2500;-;-
Rua 08 - Polo de modas - 2 Quartos - De Frente - Reformado;Rua 8Guará II;55;2;0;1;0;175000;150;0;-
Apartamento com 3 suítes à venda, 121 m² -Ilhas Maurício no Park Sul- Guará/DF;SGCV Lote 27Zona Industrial;207;3;3;5;2;1650000;0;0;-
Riacho Fundo - Apartamento Padrão - Riacho Fundo I;-;65;2;1;2;-;175000;120;45;-
Ótimo Apartamento de 02 Quartos (3º andar) no Jardins Mangueiral QC 14 por R$270.000,00.;-;48;2;-;1;1;270000;-;-;-
OPORTUNIDADE ÁGIO SUPER QUADRA 500 SUDOESTE;SQSW 500Setor Sudoeste;300;4;3;4;3;2878000;800;1000;-
Lançamento Recanto das Emas - Res, Recanto dos pássaros - 2 Quartos - Lazer - Oportunidade única;Avenida Buritís Quadra 805Recanto das Emas;65;2;0;1;1;205000;300;0;-
Taguatinga (Norte) | Apartamento 2 quartos, sendo 1 suite;CNB 12Taguatinga Norte;71;2;1;2;0;295000;560;653;-
SQN 112 Bloco I 2 quartos + escritório;SQN 112 Bloco IAsa Norte;132;2;1;3;1;1350000;980;0;-
Taguatinga (Norte) | Apartamento 2 quartos;QISetor Industrial;50;2;-;1;1;310000;350;380;-
Apartamento vazado e reformado 02 quartos EQNM 24/26 Ceilândia Norte;EQNM 24/26 Bloco FCeilândia Norte;52;2;-;1;0;149000;-;-;-
Riacho Fundo - Apartamento Padrão - Riacho Fundo I;-;30;1;1;1;-;130000;-;110;-
APARTAMENTO RESIDENCIAL em VICENTE PIRES - DF, SETOR HABITACIONAL VICENTE PIRES;-;152;3;1;3;1;720000;240;550;-
APARTAMENTO AO LADO DO SHOPPING !!!!!;-;50;2;0;1;1;49999;-;-;-
Lago Norte | Apartamento 1 quarto, sendo 1 suite;CA 2Setor de Habitações Individuais Norte;30;1;1;2;1;377000;340;-;-
Guará I | Apartamento 1 quarto, sendo 1 suite;QI 5 Bloco GGuará I;31;1;1;1;1;314900;-;-;-
Guará I | Apartamento 1 quarto, sendo 1 suite;QI 5 Bloco GGuará I;31;1;1;1;1;314900;-;-;-
Asa Sul | Apartamento 3 quartos, sendo 1 suite;SQS 211Asa Sul;230;3;1;3;1;1620000;1200;2094;-
Águas Claras (Sul) | Apartamento 2 quartos, sendo 1 suite;Rua 31Sul;57;2;1;2;1;540000;-;-;-
APARTAMENTO EM SÃO SEBASTIÃO!!! REFORMADO!!!;-;60;2;0;1;1;74999;0;0;-
Taguatinga (Sul) | Apartamento 1 quarto;CSG 13Taguatinga Sul;36;1;-;1;1;200000;245;-;-
Águas Claras (Sul) | Apartamento 2 quartos, sendo 1 suite;Rua 31Sul;57;2;1;2;1;540000;-;-;-
Asa Norte | Apartamento 2 quartos, sendo 1 suite;SGAN 915 Módulo FAsa Norte;74;2;1;2;1;880000;450;1500;-
Asa Norte | Apartamento 3 quartos, sendo 1 suite;SCLRN 713Asa Norte;120;3;1;3;-;700000;-;700;-
COMPRO APARTAMENTO!!! ABRA O ANÚNCIO!!!!;-;60;2;0;1;1;37999;0;0;-
Taguatinga - Apartamento Padrão - Taguatinga;-;60;2;1;2;1;285000;303;120;-
Taguatinga (Norte) | Apartamento 2 quartos, sendo 1 suite;QISetor Industrial;54;2;1;2;1;345000;349;-;-
Apartamento com 2 dormitórios à venda, 60 m² por R$ 595.000,00 - Asa Sul - Brasília/DF;SQS 410 Bloco JAsa Sul;60;2;0;1;0;595000;380;0;-
Águas Claras (Norte) | Apartamento 2 quartos, sendo 1 suite;Alameda Gravatá Quadra 301 Conjunto 09Norte;60;2;1;2;1;395000;635;834;-
Samambaia (Sul) | Apartamento 2 quartos;QR 502 Conjunto 7Samambaia Sul;183;2;-;1;1;350000;480;870;-
Ceilândia (Norte) | Apartamento 3 quartos, sendo 1 suite;QNN 11Ceilândia Norte;70;3;1;2;1;270000;420;800;-
Taguatinga (Norte) | Apartamento 3 quartos;CNBTaguatinga Norte;70;3;-;1;1;312000;620;872;-
Riacho Fundo - Apartamento Padrão - RIACHO FUNDO I;-;28;1;1;1;-;135000;100;-;-
APARTAMENTO BEM LOCALIZADO NO PARANOÁ!!;-;55;2;0;1;1;90000;0;0;-
OPORTUNIDADE IMPERDÍVEL!!! TOTAL VILE!!!;-;60;2;0;1;1;64999;0;0;-
Riacho Fundo - Apartamento Padrão - RIACHO FUNDO I;-;30;1;1;1;-;145000;90;-;-
Águas Claras (Norte) | Apartamento 2 quartos;Rua 30Norte;56;2;-;1;1;480000;500;-;-
Águas Claras (Sul) | Apartamento 2 quartos, sendo 1 suite;Rua BuritiSul;66;2;1;2;1;584000;590;821;-
OPORTUNIDADE!!! APARTAMENTO NO RIACHO FUNDO II;-;62;2;0;1;1;85000;0;0;-
Taguatinga (Norte) | Apartamento 3 quartos, sendo 1 suite;QI 24Setor Industrial;120;3;1;2;2;550000;500;1000;-
LINDO APARTAMENTO, BEM LOCALIZADO NO PARANOÁ!!!;-;60;2;0;1;0;69999;0;0;-
Asa Norte | Duplex 2 quartos, sendo 1 suite;SHCGN 714Asa Norte;140;2;1;3;-;495000;-;600;-
Apartamento Top Life Taguatinga 2 quartos;QI 24Setor Industrial;49;2;0;1;1;260000;-;-;-
COMPRO APARTAMENTOS!!! PAGO Á VISTA!!!;-;-;2;0;1;1;30000;-;-;-
Taguatinga (Norte) | Apartamento 3 quartos, sendo 1 suite;CNB 3Taguatinga Norte;172;3;1;4;2;1100000;643;1037;-
Apartamento no CASABLANCA MALL RESIDENCE com 2 dorm e 97m, Norte (Águas Claras) - Brasília;Rua 24Norte;97;2;2;3;2;849130;800;1200;-
Guará II | Apartamento 2 quartos;Rua 11Guará II;44;2;-;1;0;180000;-;900;-
Taguatinga (Centro) | Apartamento 1 quarto;Setor HoteleiroTaguatinga Centro;36;1;-;1;-;145000;1250;930;-
Apartamento com 2 dormitórios à venda, 53 m² por R$ 550.000,00 - Águas Claras Norte - Águas Claras/D;Alameda Gravatá Quadra 301 Conjunto 10Norte;53;2;0;2;1;550000;348;703;-
Lúcio Costa | Apartamento 1 quarto;EPTG QE 2 Lote 1Quadras Econômicas Lúcio Costa;30;1;-;1;1;270000;240;400;-
Apartamento 2 quartos para Venda QNL 01 Taguatinga Norte (Taguatinga) DF;-;84;2;0;2;1;239000;-;-;-
Chopin Aguas Claras 04 Quartos 02 Suítes Closet 02 Vagas Reformado Lindo Vista Livre e Definitiva;Rua CopaíbaNorte;107;4;2;2;2;990000;-;-;-
Guará II | Apartamento 2 quartos;QE 40 Conjunto IGuará II;50;2;-;1;0;155000;138;-;-
APARTAMENTO REFORMADO NO PARANOÁ!!!;-;60;2;0;1;1;78000;0;0;-
Apartamento 1 quarto para Venda QNM 23 Ceilândia Sul (Ceilândia), Brasília;-;35;1;0;1;0;120000;-;-;-
LINDO APARTAMENTO NA ASA NORTE !!!;SCN Quadra 3Asa Norte;70;1;-;1;1;285000;-;-;-
Apartamento de 2 Suítes no SQNW 309 Bloco J;SQNW 309 Bloco JSetor Noroeste;130;2;2;1;2;1170000;0;1655;-
Oportunidade !! APARTAMENTO COM ÓTIMA VISTA!!;-;50;2;-;1;1;69999;0;0;-
Apartamento com 1 dormitório à venda, 26 m² por R$ 330.000,00 - Guará - Brasília/DF;SGCVZona Industrial;63;1;0;1;1;330000;350;682;-
OPORTUNIDADE!!! LINDO APARTAMENTO NO PARANOÁ;-;60;2;0;1;1;74999;0;0;-
Parque Riacho 39, quitado, aceita financiamento e FGTS;QS 27Riacho Fundo II;54;2;0;1;1;150000;200;0;-
Lúcio Costa | Apartamento 1 quarto;EPTG QE 2Quadras Econômicas Lúcio Costa;39;1;-;1;1;275000;270;-;-
Asa Sul | Apartamento 3 quartos, sendo 1 suite;SQS 303 Bloco CAsa Sul;110;3;1;3;1;1380000;1000;-;-
Apartamento de 02 Quartos (3º andar) na QC 12 do Jardins Mangueiral por R$270.000,00! ACEITA PERMUTA;-;48;2;-;1;1;270000;-;-;-
Apartamento Flat 01 quarto Asa Norte;SCRN 706/707 Bloco AAsa Norte;40;1;1;1;0;239000;1855;0;-
Apartamento 2 quartos com garagem QNN 11 Ceilândia Norte, Brasília;-;58;2;0;1;1;225000;-;-;-
Apartamento 2 qts, suite, reformado, lazer completo Águas Claras;Rua 25Sul;55;2;1;1;1;420000;-;-;-
APARTAMENTO COM VISTA PARA O LAGO!!!;Quadra 29 Conjunto FParanoá;50;2;0;1;1;70000;0;0;-
Apartamento a venda de 2 quartos com 1 suíte em Taguatinga;QSF 1Taguatinga Sul;59;2;1;2;1;340000;360;-;-
TEM UM APARTAMENTO NO CRIXÁ PARA VENDER ??? ABRA ESSE ANÚNCIO!!!!;-;60;2;0;1;0;50000;0;0;-
Apartamento no greenfield com 2 dorm e 55m, Asa Sul - Brasília;CRS 515 Bloco BAsa Sul;55;2;0;1;0;319850;245;788;-
LINDO APARTAMENTO NA ASA NORTE!!!;SCN Quadra 3Asa Norte;70;1;-;1;1;249999;-;-;-
APARTAMENTO QUITADO, ASA NORTE!!!!;-;65;2;0;1;1;249999;0;0;-
Vicente Pires - Apartamento Padrão - Setor Habitacional Vicente Pires;-;59;2;1;2;1;250000;-;-;-
Apartamento no Village Manacá com 3 dorm e 81m, Sul (Águas Claras) - Brasília;Rua ManacáSul;81;3;1;2;1;609310;750;1200;-
Flat Lindo! The Union! Com Elevador! Com Garagem!;SMAS TrechoSetores Complementares;45;1;0;1;1;470000;500;700;-
APARTAMENTO NA CNB 14!!! APROVEITE!!!;-;64;3;-;3;-;89999;0;0;-
APARTAMENTO IMPERDÍVEL!!! BARATO!!!;-;60;2;0;1;1;49999;0;0;-
Asa Norte | Apartamento 1 quarto;SCRN 710/711Asa Norte;38;1;-;1;-;240000;230;-;-
APARTAMENTO NO RIACHO FUNDO II !!!;Quadra QC 2Riacho Fundo II;50;2;-;1;1;85000;-;-;-
LINDO APARTAMENTO!!! BEM LOCALIZADO!!!!;-;60;2;0;1;1;59999;0;0;-
APARTAMENTO INCRÍVEL DE 2 QUARTOS!!!!!!;QS 4Riacho Fundo II;50;2;-;1;1;99999;-;-;-
NA MELHOR QUADRA DO PARANOÁ!!!;-;50;2;-;1;1;69999;-;-;-
Taguatinga (Sul) | Apartamento 1 quarto, sendo 1 suite;CSG 13Taguatinga Sul;37;1;1;1;1;200000;250;-;-
COMPRE HOJE O SEU APARTAMENTO !!!;QS 29 Conjunto 3Riacho Fundo II;50;2;-;1;1;85000;0;0;-
OPORTUNIDADE!!! Apartamento no Paranoá;-;55;2;0;1;1;88000;0;0;-
Apartamento-À VENDA-Guará II-Brasília-DF;Colônia Agrícola Bernardo Sayão Chácara 4Guará II;55;1;0;1;1;170000;200;100;-
Taguatinga (Norte) | Apartamento 2 quartos;QNE 7Taguatinga Norte;74;2;-;1;-;265000;25;-;-
LIBERADO PARA VENDA NO CRIXÁ!! APROVEITE;-;50;2;0;1;1;69999;-;-;-
APARTAMENTO REFORMADO NO RIACHO FUNDO II !!!;-;60;2;0;1;1;40000;0;0;-
Apartamento 2 Quartos à venda, 46 m² por R$ 200.000 - Núcleo Bandeirante/DF;Terceira Avenida Área Especial 2Núcleo Bandeirante;50;2;0;1;0;220000;0;0;-
IMPERDÍVEL!!!! OPORTUNIDADE ÚNICA!!!;-;60;2;0;1;1;49999;0;0;-
OPORTUNIDADE IMPERDÍVEL!!! LINDO APARTAMENTO;-;60;2;0;1;1;79999;0;0;-
APARTAMENTO BEM LOCALIZADO NO CRIXÁ!!’;-;60;2;0;1;1;75999;0;0;-
PROCURO APARTAMENTO NO PARANOÁ E NO CRIXÁ!!!;-;60;2;0;2;1;45000;0;0;-
Apartamento para venda tem 65 metros quadrados com 2 quartos em Ceilândia Norte - Brasília - DF;QNM 12Ceilândia Norte;65;2;1;2;1;285000;0;0;-
Apartamento no res. green field com 2 dorm e 52m, Asa Sul - Brasília;CRS 515 Bloco BAsa Sul;52;2;0;1;0;389210;245;788;-
COMPRO APARTAMENTO NO CRIXÁ !!!! Pago á vista!!!;-;50;2;0;1;1;45000;-;-;-
APARTAMENTO BARATO NO RECANTO DAS EMAS!!!!;-;50;2;0;1;0;94999;0;0;-
Apartamento para Venda em Brasília, Núcleo Bandeirante, 2 dormitórios, 1 suíte, 1 banheiro;Terceira Avenida Área Especial 13Núcleo Bandeirante;50;2;1;1;0;190000;-;0;-
APARTAMENTO BEM LOCALIZADO !!! BARATO!!!;-;50;2;0;1;1;69999;-;-;-
LINDO APARTAMENTO NO RIACHO !!!!! Aproveite !!;Colônia Agrícola Riacho Fundo IRiacho Fundo I;62;2;-;2;1;185000;-;-;-
APROVEITE HOJE!!! ÚLTIMAS UNIDADES!!!;-;60;2;0;1;1;76999;0;0;-
Apartamento para Venda em Brasília, Núcleo Bandeirante, 1 dormitório, 1 banheiro;Terceira Avenida Blocos 1124A/1226ANúcleo Bandeirante;35;1;0;1;0;120000;180;0;-
IMPERDÍVEL!!! LINDO APARTAMENTO!!!;-;60;2;0;1;1;68999;0;0;-
Apartamento 2 quartos para Venda Sobradinho, Brasília;-;52;2;1;2;0;350000;-;-;-
LINDO APARTAMENTO NO PARANOÁ!!! BARATO!!!;-;60;2;0;1;1;70000;0;0;-
OPORTUNIDADE !!!! Apartamento no Paranoá!!!;Quadra 1/2Paranoá Parque;250;2;-;1;1;75000;-;-;-
ÓTIMO APARTAMENTO EM SÃO SEBASTIÃO!!!!;-;60;2;0;1;1;72000;0;0;-
LINDO APARTAMENTO NO CRIXÁ!!! SÃO SEBASTIÃO!!;-;60;2;0;1;1;75000;0;0;-
Apartamento no Prédio com 6 dorm e 115m, Samambaia Norte (Samambaia) - Brasília;QN 831 Conjunto 2Samambaia Norte;115;6;0;6;0;384420;0;1000;-
LINDO APARTAMENTO!!! BARATO!!!;-;60;2;0;1;1;79999;0;0;-
Apartamento no residêncial Vicente pires com 2 dorm e 47m, Setor Habitacional Vicente Pires;Rua 8Setor Habitacional Vicente Pires;47;2;0;1;0;164190;350;600;-
LIBERADO PARA VENDA!!!!;-;50;2;0;1;1;70000;-;-;-
APARTAMENTO IDEAL PARA VOCÊ!!! Só hoje !!!;-;50;2;1;1;1;69999;-;-;-
OPORTUNIDADE!!! EXCELENTE APARTAMENTO !!!;-;60;2;0;1;1;39999;0;0;-
APARTAMENTO EM CONDOMÍNIO FECHADO !!!!;QS 14 Área Especial 2Riacho Fundo II;55;2;-;1;1;87000;-;-;-
COMPRO APARTAMENTO NO PARANOÁ PARQUE!!!!!;-;60;2;0;1;1;45000;0;0;-
Apartamento-À VENDA-Setor Habitacional Samambaia (Taguatinga)-Brasília-DF;Chácara 129Setor Habitacional Vicente Pires - Trecho 3;38;1;0;1;-;125000;-;-;-
IMPERDÍVEL!!! APARTAMENTO BARATO NO PARANOÁ;-;60;2;0;1;1;69999;0;0;-
OPORTUNIDADE !!! PRÉDIO NO RECANTO !!!;Quadra 511Recanto das Emas;250;5;-;5;2;330000;-;-;-
PRÉDIO AO LADO DO TERMINAL!!!! APROVEITE;Quadra 508Recanto das Emas;300;5;-;5;2;330000;-;-;-
Apartamento vazado e reformado 02 quartos EQNM 24/26 Ceilândia Norte;-;50;2;0;1;0;149000;-;-;-
LINDO APARTAMENTO COM MÓVEIS PLANEJADOS;-;64;2;0;1;0;250000;0;0;-
Ótimo Apartamento 2 Quartos na SQS 415, Asa Sul;SQS 415 Bloco PAsa Sul;44;2;0;1;0;470000;460;953;-
SAIA DO ALUGUEL!!! OPORTUNIDADE IMPERDÍVEL!!!!;-;60;2;0;1;1;49999;0;0;-
OPORTUNIDADE!!! APARTAMENTO BARATO!!;-;60;2;0;1;1;75000;0;0;-
ÓTIMA CASA NO RECANTO DAS EMAS!!!!;-;100;3;0;1;1;155000;0;0;-
Ótimo apartamento no condomínio 23!! APROVEITE !!!;QS 5Riacho Fundo II;55;2;-;1;1;85000;-;-;-
Apartamento no península aguas claras com 4 dorm e 128m, Sul (Águas Claras) - Brasília;Avenida das AraucáriasSul;128;4;2;3;2;999790;650;1000;-
APARTAMENTO RESIDENCIAL em TAGUATINGA - DF, TAGUATINGA NORTE (TAGUATINGA);-;63;2;-;1;1;205000;-;-;-
ÓTIMO APARTAMENTO REFORMADO!!!!;-;60;2;0;1;1;78000;0;0;-
VENHA MORAR NA ASA NORTE!!!!;SHN Quadra 3 Bloco AAsa Norte;70;1;-;1;1;279999;-;-;-
VENHA MORAR EM UM LINDO APARTAMENTO !!!;SCN Quadra 3Asa Norte;70;1;-;1;1;280000;-;-;-
LINDO SOBRADO EM TAGUATINGA !!!!;QNJ 5Taguatinga Norte;450;5;-;5;5;650000;-;-;-
1.400 metros de terreno!!! Com casa no lote!!!;Quadra 801 Conjunto 5-ARecanto das Emas;1400;2;-;1;1;280000;-;-;-
APARTAMENTO BEM LOCALIZADO!!! APROVEITE!!!;-;60;2;0;1;1;75000;0;0;-
Apartamento para venda com 55 metros quadrados com 2 quartos em Riacho Fundo II - Brasília - DF;-;55;2;0;1;1;55000;0;0;-
LIFE RESORT 46M² - VISTA PARA O LAGO;SHTN Trecho 2 Lote 3Asa Norte;68;1;0;1;1;715000;820;0;-
APARTAMENTO REFORMADO!!!!;-;60;2;0;1;1;75000;0;0;-
Apartamento 2 quartos para Venda Ceilândia Sul (Ceilândia), Brasília;-;53;2;0;1;1;265000;-;-;-
APARTAMENTO NA CEILÂNDIA !!!;QNN 8Ceilândia Sul;75;2;-;1;0;139999;-;-;-
"Vende excelente prédio na QR 122 Conjunto ""K"" em Santa Maria - DF. Não aceita Financiamento. Cessão";-;360;1;0;1;0;420000;0;0;-
TEM APARTAMENTO NO PARANOÁ????? ABRA ESSE ANÚNCIO;-;60;2;0;1;1;50000;0;0;-
APARTAMENTO NO CONDOMÍNIO 40!!! APROVEITE !!;QS 3 Conjunto 5Riacho Fundo II;52;2;-;1;1;79999;-;-;-
Apartamento para venda possui 70 metros quadrados com 2 quartos em Asa Norte - Brasília - DF;-;70;2;0;1;2;250000;0;0;-
PRÉDIO NO RECANTO DAS EMAS !!!!;Quadra 508 Conjunto 17Recanto das Emas;250;5;-;5;2;330000;-;-;-
Apartamento 2 quartos para Venda QNN 11 Ceilândia Norte (Ceilândia), Brasília;-;53;2;0;1;1;180000;-;-;-
OPORTUNIDADE!!! Apartamento no riacho fundo ll !!!;QS 16 Bloco ARiacho Fundo II;60;2;-;1;1;87000;-;-;-
